id,accepted
15298829,False
6559059,True
12977191,True
11134861,False
30007964,False
9998690,False
6240103,True
3974549,False
12069656,False
4877578,True
22023821,True
17755540,True
22358976,True
8637836,True
15602628,True
8358695,True
10575200,True
24930184,True
10213993,True
8764866,False
7161086,True
10423613,False
23621236,True
20057775,True
7782199,True
10850825,True
50978096,True
13146922,False
7897636,True
13623664,True
7500961,True
31561282,True
24686559,True
8186255,True
26274345,False
28100627,False
23163705,False
1395443,False
6279889,True
5306215,True
7583847,True
33600333,False
5319865,True
15511657,True
42935597,False
16244086,True
7963963,True
1735646,True
23354144,True
7534548,True
11039491,True
8329167,True
8898554,True
8140489,True
7135115,False
15935166,False
7706995,True
15912263,False
8631853,False
1535306,False
5506436,True
5186790,True
10237423,True
13043980,True
2905739,True
50076739,False
2582252,True
3712464,True
1236721,True
13279904,True
18791601,False
11609541,False
3826903,False
11586430,True
4752576,True
5200967,True
2289369,False
7492337,False
4808574,True
5681404,True
1359679,True
5412122,False
32389527,True
20596490,True
25837750,True
14247591,True
6853439,True
15073919,False
24441774,False
12114583,True
11865283,True
41949955,True
17865241,False
3479516,False
14673418,False
9666650,True
6819908,True
9026514,True
38687971,False
5137568,True
12243150,True
16402128,True
9639207,False
7182731,True
14289073,True
11533995,True
29815185,True
6867418,True
10749877,True
7460177,False
12807607,True
7445696,True
28885499,True
6883738,False
39165357,True
17531453,True
3737237,True
17821874,True
3506020,True
36087339,False
11366662,True
32325892,True
15484521,True
8215581,True
4386477,True
7654686,False
10526670,True
7229428,True
8804991,True
9519964,True
5625473,True
5031375,False
39092166,True
11859949,True
6808564,True
1439541,True
29716984,False
2193782,False
18262244,True
9509212,True
4106839,True
9540038,True
13937838,False
11911531,True
10220561,True
12983961,False
10477037,True
7237066,True
15170774,True
17075981,True
42247658,False
9232025,True
10939910,False
9704260,False
12957909,False
7854620,False
4225446,False
7535458,True
12483754,True
7413929,True
7659297,True
12394419,True
13516042,False
14841166,True
23975208,True
32066419,True
13279008,False
5613015,True
2053457,False
4749909,False
7442414,True
18732279,True
14401168,True
22881669,False
8788595,False
15843897,True
8691302,True
2169164,True
10695920,False
10279574,False
4442926,True
1249628,True
7363865,True
7998676,False
7432371,False
13567482,True
15841603,False
14237332,True
14470056,True
10605841,True
13529605,True
12941140,False
12402893,False
6457769,True
11054528,True
38340228,True
5454823,True
16878852,False
5438419,True
26935536,True
9983889,True
4854171,True
39126746,True
3557042,True
11638328,False
7518328,True
27924464,True
20624873,True
8924801,True
4146829,True
43419449,True
43603033,True
3936315,True
11525461,False
15838721,True
4394649,False
11971126,True
26192136,False
6920625,True
6198474,True
1467334,True
33182933,False
5559181,True
4423217,False
48631801,False
6911222,True
11664128,True
7070334,False
26485043,False
9397821,False
17798223,True
7755926,True
10849315,True
18641016,False
6933025,True
25198525,True
11996350,True
22359177,False
7128580,True
5724531,True
9216210,True
28153349,False
13732373,True
7790949,True
34367331,True
1618618,True
35347645,True
7501152,True
12745316,True
12649718,True
18240312,True
9074338,False
15385056,True
24353605,True
4356852,False
6243365,True
31104285,True
29549927,False
7863968,True
40278959,True
13456338,True
15206794,True
26838774,False
2349320,True
18799921,True
14549513,True
39813244,False
20341739,True
15183210,True
14667938,True
13313735,False
22235924,True
4587898,False
4896775,False
9620398,True
9318260,True
12760337,True
13093984,True
33878294,True
7038654,True
7267364,True
30287778,True
11316746,True
11618663,True
13716528,True
17010679,True
3415135,False
27724210,True
11096252,False
18622577,True
15230492,False
6304163,True
20199008,True
5210833,True
7536378,True
13422452,True
15618761,False
22337459,False
13091162,True
6059113,True
4512539,True
22417775,True
24254501,False
5790330,True
9237045,True
6914363,True
9949237,True
43259735,True
8306393,True
7479812,False
45725065,True
31518185,True
2623382,True
6244310,False
9238256,False
15265597,True
15386154,False
48241018,True
23992993,True
4269045,False
22968095,True
8857476,False
1962336,True
6440968,False
7143086,True
7879329,True
29383355,True
37316042,True
33771825,True
20247239,False
12992483,True
29905350,False
22649647,True
4330140,True
34800688,True
10146714,True
31788250,True
5796998,True
30173167,True
1423006,False
13049778,True
16193395,True
15125882,True
16844214,True
11065102,False
3872213,True
5665644,True
43444765,True
9417463,True
42062681,True
10002724,False
19479820,False
13035431,False
9969040,True
16543224,True
9469981,True
5815379,True
22202222,False
7450627,True
11495086,True
41689954,True
3818540,True
21371456,False
37600868,False
8368263,True
12180983,True
11954983,True
6874804,True
6777153,True
11580975,True
30131901,True
21012241,True
6502720,True
10268255,True
6691968,True
6380167,True
16925973,True
6861851,True
22182914,False
5886296,False
18256665,False
16390363,True
17824580,True
17867513,True
2792839,True
8173291,True
7505716,True
9627763,True
9621286,True
6432093,False
7578738,False
7144203,False
8809391,True
9236768,True
34314781,False
9945116,True
12766377,True
10502848,False
8900253,True
6075772,True
30004407,False
12734655,False
34624442,True
16850230,True
2258292,True
28724756,True
3770714,True
2483836,True
5306773,False
6987588,True
7210457,False
14172931,True
6465179,True
43888105,True
45520990,False
12979557,True
25920010,True
4828368,True
8305850,True
6518690,True
12643130,True
12972798,True
1181098,True
31277948,True
9731016,True
5725180,False
2050970,True
6836955,True
53673997,True
13638881,True
11940706,True
3968237,True
9441528,True
19826856,True
8579316,False
10655693,True
34269516,True
7352287,True
5183231,True
6675983,True
14082885,True
21385421,False
4605269,True
5931163,False
9991460,False
4916116,False
1395341,True
6920045,True
5648425,True
19891365,False
40883959,True
8055683,True
16111549,True
6243025,True
18905096,False
7243217,True
16212159,False
13869844,True
6951127,False
22665577,True
10276219,True
9985936,True
9798219,False
24707479,False
9723314,True
1535231,True
14064625,True
3057417,False
4072218,True
10096111,True
8481666,True
4996252,True
4837563,True
16266306,True
14536863,True
13568663,True
21558466,True
10982332,True
1521435,True
8484970,False
8867764,False
14985152,True
30562879,True
28013895,True
13061832,False
5967705,False
8791773,True
5599945,True
8638902,True
6119119,True
11667111,False
24583568,True
15913984,True
12696068,True
17508635,True
4302427,True
15162401,True
8708828,False
11768257,True
5358260,True
12898544,False
31146175,True
44284643,False
3418192,True
3470486,True
11102791,False
8177936,True
5205004,True
3502950,True
23818456,True
34523783,True
9202485,False
20638742,True
1386804,True
10013740,True
42188585,False
15908481,False
5468527,False
1174826,False
14035947,True
4463291,False
12115495,True
7323380,False
6465297,True
24021237,True
9657059,True
7813913,True
8741381,False
16367836,True
13113020,True
13841532,True
12125882,True
25877009,True
9125160,False
4104381,False
15318542,True
6517641,True
12843557,False
8979299,True
44364161,True
18642168,True
14721124,True
40663307,True
18047916,False
1676049,True
30286668,True
12952136,False
1963520,True
3396068,True
21558874,False
9071546,False
6064122,True
7173981,True
33913983,True
7028630,False
10865167,True
5512160,True
6783814,False
4329527,False
45966278,True
11026432,True
14441835,True
8638355,False
19508352,True
7681063,True
6081514,True
30579860,True
12513506,True
10216832,True
9221452,False
6451272,False
12019514,True
15569373,True
7086973,False
12613985,True
27603172,True
15170811,False
5570360,True
7310242,True
2747555,True
4836261,True
13067674,True
5674233,True
21418310,True
17056315,False
23074167,True
39136055,True
6456648,True
19484326,True
24459900,True
5824164,True
5811054,True
10720016,True
15595785,True
8031372,True
42734863,True
9195828,True
19619755,True
23569070,True
5943066,True
9390780,False
9098778,True
7494288,False
6787479,True
6308972,True
44390021,True
15309223,True
19998876,True
7340254,False
18921019,False
1309562,False
5811000,False
39738237,False
23838966,True
10789487,False
41456582,True
7856726,True
4350896,True
19956006,False
13497195,True
12319774,True
4879452,False
4877057,True
28834684,True
7399215,False
26336249,True
18091755,True
12504678,True
27231645,False
21807994,False
5488742,False
14612524,False
1195935,False
16968999,False
12148962,False
3978636,False
7338155,False
10997492,True
8350456,True
27247171,True
4287541,True
15668311,True
25267681,False
6404183,True
4179049,True
27511759,True
9449587,False
10036559,True
26106571,True
11949403,True
19501276,True
7636911,True
11018774,True
12664477,True
11433532,True
19468533,True
11359623,True
6307878,True
10222612,True
11889798,True
26292059,False
10623146,True
10801883,True
15779737,True
4370076,False
8282011,False
24614490,True
29057480,True
6005877,True
1245337,False
7546973,True
47193261,False
42895035,True
20155976,True
3205489,True
44514688,True
8172731,True
5555455,True
7395664,False
13463722,True
13197062,False
13841765,True
40307807,False
13701564,True
20343486,False
7917960,True
9846035,True
8751965,True
11965400,False
6684600,True
27492072,True
6330066,True
10032204,False
6999487,True
7532464,False
10624958,True
5720968,True
14490652,False
1252684,False
21817110,True
11936398,True
3971855,True
12688836,True
3384584,True
32899606,True
15773560,False
11936385,False
6286336,False
15643072,False
44352866,True
1346734,True
6902129,True
13316098,True
9368953,False
1713238,True
5770494,True
18645298,True
12342792,True
7681853,False
13650168,True
8091947,True
4370074,False
11488727,True
6970788,False
6137743,False
19484582,True
15392140,True
8478161,True
14984709,True
16445399,True
4286591,True
9675136,True
11792612,False
3275687,True
6947724,True
24256058,True
29881213,True
1254575,True
26885751,True
30851651,True
5680861,True
11020286,True
21977497,True
4358997,True
18161099,True
23534617,False
23355016,False
7327910,False
9982155,True
14220018,True
1946879,True
19169824,False
34383439,True
6023078,True
11358226,False
4972136,True
30467190,False
10437516,True
17672737,True
1343502,True
11121463,True
4079963,True
2975657,True
5119868,True
7769023,True
9726880,True
17789310,False
29146385,True
22358442,True
3651776,False
5251676,True
21311458,False
30129140,True
6429447,True
15600309,True
2613832,True
12702412,False
16160671,True
13196525,False
3642768,False
3785332,False
26322593,True
15025982,False
8066457,False
30154273,False
6709335,True
9927517,False
12161688,True
36015931,True
6029852,False
14173787,True
1856606,False
10005107,False
5490938,True
1875842,True
3347589,True
13254691,False
11653997,False
27313681,True
8465942,True
10883788,True
8082714,True
9523049,True
32173567,True
10233596,True
13110097,True
7374068,True
4828191,False
11927354,True
6524985,False
4360358,True
3833029,True
7075845,True
15530186,False
4407473,False
38231541,True
5174365,True
7799841,True
9068479,True
7840887,True
19128486,True
11336664,True
6914607,False
22660945,False
6669720,True
16856440,True
13370258,False
6991287,True
7140251,True
6916567,False
5794674,True
22517219,True
10029460,False
13258180,True
6434822,False
7141669,True
13096824,True
13106770,False
4357159,False
37580488,False
8267261,True
13237277,True
10434247,True
9966755,True
10961206,False
7681213,True
23642551,True
50195190,True
10938565,True
6984831,False
14167417,False
46724378,True
14999782,True
6603126,True
7385945,True
1178066,True
17215890,True
10940237,False
5118337,False
6335299,True
2151627,True
29270493,True
6989179,True
3935458,True
6863490,True
3452220,True
2624814,True
14134453,True
4716380,True
17099008,True
7070330,True
6655949,True
9265630,False
14838797,True
8390094,True
4569239,True
15140507,True
7161204,True
12977566,True
53418564,True
42443368,False
12160901,True
12623280,True
5736822,False
7668846,True
11993951,True
18235623,True
46129338,True
11267149,True
8450670,True
43956368,True
11784726,True
14790376,True
17428745,True
22537820,True
4570798,False
7184582,True
44199874,False
25809620,True
11675440,True
1825989,True
13271884,False
5031270,True
3096681,True
11985933,True
19942585,True
44480504,False
11395548,True
6506648,True
13048393,True
10520832,True
27129032,False
7153895,True
4106304,True
4879188,True
1710952,False
35361622,False
14474404,True
4930704,False
6281417,False
28917212,False
10641403,False
4947077,False
7782063,True
37707117,False
42280738,True
9088249,True
17010128,False
23891375,True
4747805,True
13958440,False
15068139,True
13094022,False
3480257,False
23198223,True
6192214,True
28065887,True
7698883,False
16041980,True
17820865,True
7501116,True
25860518,False
12143411,True
13638403,True
4935551,False
13109667,False
1266400,True
25416565,True
9473230,True
50191114,True
15587786,False
5824653,True
17794862,True
7404518,True
45311639,True
8300246,True
35330296,True
29383375,True
9231899,True
21918677,True
27829489,False
27103082,True
7854537,False
41718638,False
6074391,True
12863914,True
6338640,False
13013349,True
11207742,False
9668217,True
14182755,True
8537752,True
33682171,False
5111019,False
14383936,False
17497251,True
29031432,True
11261530,True
24895013,False
25926206,True
6848914,True
7141203,True
11025440,True
11302116,True
24387436,True
27386855,True
11147679,True
1189826,True
28239315,True
7612350,True
15736538,False
11181273,False
36943411,True
6123886,False
4236383,True
29148880,True
8217926,True
30243565,False
10108306,False
6986704,True
31760239,True
17031207,True
12719344,True
6364905,True
7300858,True
29048398,True
10180222,True
3797343,True
4241814,False
2125002,True
12732693,True
13570765,True
20485932,True
2457212,True
8570896,False
31071829,False
46835360,True
12186794,False
32935004,False
8595099,False
25935874,False
7303420,True
12161782,True
4700136,True
25695389,True
28370319,True
15742559,True
12197686,True
25425451,True
29500476,True
9486623,False
4162839,True
15299615,True
24829463,True
4217052,True
12394603,False
6684652,True
23217702,True
9935242,True
53745177,False
2200681,True
3780455,True
13113056,True
10341285,True
6455414,True
12806099,True
6289929,True
7176940,True
6295648,True
15506652,False
11072558,True
24058114,False
6542792,True
30043979,False
2501913,True
5882422,True
8126751,True
21588225,False
13015083,False
27926991,True
26496781,True
12546102,True
12019678,True
16073989,True
14428758,True
12427831,True
14148309,True
4513174,True
19600174,True
5327785,True
12034483,True
13291627,True
34206602,True
3487684,True
3837870,True
41813458,True
12176608,True
23029305,True
37798309,False
6081799,True
19317228,False
2414270,True
13579954,False
1608170,True
1402103,True
3246041,False
9769836,False
11330265,True
9636800,False
11737640,False
26076384,True
44675021,True
16266399,False
7113086,False
17559363,True
16097778,True
53733976,True
6865416,True
27114322,False
7001873,True
12188608,True
6451295,True
38417179,False
12545395,True
12767309,True
13605506,True
29018315,False
7714834,True
6877003,True
27066701,True
23898387,True
14458451,True
3494767,True
15406186,True
8214390,False
7399394,True
5746634,True
10913873,False
1739267,False
7088603,True
1724155,True
4559298,True
4667300,True
8217929,True
42187944,True
8096456,True
7588126,False
8806328,True
17432318,True
40709624,True
11839470,True
11725178,True
9847994,True
14490315,False
33004339,True
2716768,True
7033845,True
11652953,True
10467377,True
5179731,False
18540144,True
26219189,True
18768232,True
28123372,True
9135850,False
11468628,False
7538809,False
9406459,True
10399970,True
11563358,True
6190319,False
1279020,True
17075578,True
40917072,False
6457804,False
11344735,True
7448719,False
3875663,True
2939975,True
25994347,True
7992878,True
9502967,True
2281627,True
4167401,True
4771238,True
17348857,False
10335273,False
4609568,True
25509864,True
4811119,True
10934119,True
1230694,True
6032909,False
11608506,True
12546342,False
15651541,False
3206799,True
18612751,True
9961739,True
16844835,False
15661409,True
11775969,False
11748820,True
5992535,True
14655375,True
23349038,False
24477776,True
13831155,True
39441145,True
6849773,False
8058220,False
9501225,True
29775867,False
10036038,False
15205172,False
31629331,True
11344354,True
17335258,True
25605349,False
7174285,True
12354020,False
43623021,True
7257513,True
24501822,True
31707983,False
9996566,True
18686534,True
15994373,True
7297741,False
13956722,False
3042262,True
1890504,True
2851092,False
5187757,True
31989374,False
14074321,False
42059489,True
20599123,False
12809595,False
52138842,True
38494248,True
19826046,False
17429012,True
7537490,False
45033216,False
41121032,False
52973114,False
26690761,False
44446209,False
26954086,False
38659937,True
6632548,False
32131147,True
41635816,False
39589130,False
22877578,False
43254507,True
6525275,True
51371127,True
33153745,True
34140333,False
20714393,False
39218102,True
28894266,True
48703210,False
30549069,False
34358965,False
36535909,True
50037349,False
52371830,False
17352832,False
49245311,True
8345409,False
39604326,False
51787923,True
52789266,False
54581743,False
27106103,False
30019535,True
52487565,False
11019093,False
29352139,False
40602948,False
28668713,False
42255022,False
6706322,False
23122235,False
49682176,True
28869765,False
50884944,False
41123698,True
42824875,False
48870940,False
18163535,False
16984786,True
45141869,True
24931107,False
46625195,False
51460287,True
12985242,False
46519385,True
50991601,False
29275812,False
30449884,False
48859193,False
37316415,False
48722812,True
27556750,True
25673079,True
44149126,False
17098528,True
49061581,False
53324258,False
25322181,False
24513982,False
48853486,False
34538419,False
49524007,False
51916773,False
45632202,False
4531190,False
33950483,False
12975612,False
10918118,False
44480488,True
45824079,False
27793308,False
46978776,False
36880643,False
44795744,False
34347754,True
19870541,False
39125334,True
39460547,True
25500594,True
33229598,True
38293736,False
50155292,True
39255185,False
36511575,True
12416621,True
48497001,False
51522465,True
54777355,False
11181103,False
48932962,True
43928830,False
31470986,False
25696730,False
48565229,False
53952963,True
44529293,True
35817634,False
27559624,False
40745018,False
9688895,True
18352600,False
26672591,True
52355855,False
36307665,False
1894154,False
17929711,False
34180725,False
42234617,True
44355917,False
46635685,False
43699081,False
54391810,True
44754991,True
16285334,False
44433259,False
23576333,False
27014935,True
8273598,False
53944123,False
39844157,True
41200329,False
28229063,False
47399040,False
13557982,False
21116114,False
15513324,False
25362301,True
29418067,True
34385645,False
26716003,False
38627133,False
30341072,False
28921083,True
49244345,False
24962459,True
30370606,True
33051779,False
27785387,False
42042849,False
52139048,False
49926606,True
53618830,True
12326621,True
51599194,False
53235147,False
24004861,True
51203949,False
29254700,False
53048532,False
25003023,True
33319299,False
14003803,False
39091807,False
52129823,False
14491835,True
54018511,True
4663229,False
52391509,True
24275332,False
43593630,False
47370067,True
33356515,True
24377022,True
28460133,False
18904490,False
48019869,True
36652272,True
40718892,False
42571376,True
9638757,True
26602916,False
51503642,True
43259025,True
37873765,False
17224286,False
21281767,True
47576128,False
22869505,False
44381173,True
13850740,False
18070568,False
38538660,False
8555307,False
48942969,False
48222739,False
36145994,False
46536050,False
49603191,True
35116440,False
35568349,True
34369025,False
43485334,False
36574147,False
32614162,True
47922346,False
26190494,True
37640664,True
36248193,False
52594981,False
43314646,False
53523977,False
47686541,False
31463198,True
48720576,False
28881631,False
42365019,True
17459478,True
4072094,False
33852018,False
54615881,False
21437018,False
13191199,False
42778390,True
33252199,False
42013648,True
34771471,False
42432021,False
43237529,False
20689834,False
49620577,False
24363802,True
41856507,False
7099049,True
6114135,False
42661313,True
41320811,False
48661450,True
51879195,False
41254759,False
36854273,False
15589656,False
25158411,False
51027238,False
25164438,False
36143992,False
43182543,False
17981386,False
39584976,False
37450865,False
52392477,False
34921861,False
32183994,False
39671680,False
25273257,False
44989747,False
25300013,True
26064180,False
49567579,False
36904662,True
49620542,False
49092009,False
37057575,False
41115648,False
41738716,False
33093916,True
48792372,False
33665008,False
14143484,True
47172646,True
18559071,True
26897845,True
3280613,False
46297947,False
52726913,False
36896512,False
52764436,False
45869536,True
4289786,False
45069781,False
37694027,False
54769647,False
29190586,False
33660948,True
27586942,False
46231257,False
28914908,False
39462451,True
29855126,False
43530242,False
36491808,True
46440773,True
25396582,True
27728194,False
35313809,True
6144416,False
22443617,False
13425312,False
19235770,True
20165743,False
5766148,False
40036409,True
53808504,False
37981298,False
24451120,False
53682898,True
20790018,True
38267840,True
23974862,False
43040328,False
40168113,False
54552202,False
45545848,True
12956999,False
27525567,True
45273994,False
31785726,False
31961789,True
11725628,True
41732945,False
18594093,False
21958471,False
29632186,False
43152959,False
54001992,True
45470477,False
39196859,False
11003382,False
44433056,False
27794211,False
21883512,True
20638815,True
53929217,False
33183218,False
28048184,False
24069240,True
38383970,False
16452671,True
27393549,False
28622865,True
30518992,False
35376524,False
27553730,False
34202720,True
53269634,True
39114032,False
24091469,False
27344249,False
9898347,False
27291906,False
25993133,True
43490558,False
16376105,True
32026161,False
48177315,False
34976816,True
41535119,True
9437176,False
54451032,False
48856421,True
17580007,True
21005515,False
23584765,True
